Enlace	Oficina_Contable	Remoto	Descripcion	Proveedor	ID	AnchoBanda	Costo_Dolares
642	347	347	SAN PEDRO SACATEPEQUEZ	NAVEGA	11635	1024	190.40
590	350	350	SANTRA CRUZ BALANYA	NAVEGA	9606	1024	190.40
670	359	359	DESPENSA CUYOTENANGO	NAVEGA	12271	1024	190.40
1660	360	360	DESPENSA POPTUN	NAVEGA	51001	1024	190.40
802	368	368	MERCADO VENEZUELA	NAVEGA	16866	1024	190.40
1476	369	369	CATARINA	NAVEGA	12527	1024	190.40
748	371	371	AUTOBANCO CENTRO COMERCIAL EL NARANJO	NAVEGA	13336	1024	190.40
769	372	372	AUTOBANCO MERCADO CUILAPA	NAVEGA	13347	1024	190.40
697	374	374	AUTOBANCO  TECPAN	NAVEGA	12649	1024	190.40
2197	375	375	21 CALLE ZONA 1	NAVEGA	26441	1024	190.40
692	377	377	SALA DE CONTEO	NAVEGA	12648	1024	190.40
746	385	385	10 CALLE ZONA 01	NAVEGA	13335	1024	190.40
716	392	392	WAY VILLA NUEVA	NAVEGA	13157	1024	190.40
717	393	393	WAY AMATITLAN	NAVEGA	13154	1024	190.40
1316	403	403	BOSQUES DE SAN NICOLAS	NAVEGA	30809	1024	190.40
2207	409	4090001	SAT BOULEVARD LOS PROCERES	NAVEGA	30017	1024	190.40
607	412	412	METATERMINAL DEL NORTE	NAVEGA	13911	5120	504.00
611	416	416	PUERTA PARADA	NAVEGA	13147	1024	190.40
