Enlace	Oficina_Contable	Remoto	Descripcion	Proveedor	ID	AnchoBanda	Costo_Dolares
1840	1	10001	RENAP ANTIGUA GUATEMALA	TELERED	8901934	1024	200.00
1464	1	1	ANTIGUA GUATEMALA	TELERED	8900813	2048	395.00
1238	5	50001	RENAP GUASTATOYA	TELERED	8900697	1024	200.00
138	5	5	GUASTATOYA	TELERED	8900279	1024	200.00
1245	6	60001	RENAP ZACAPA	TELERED	8900704	1024	200.00
562	9	9	PUERTO BARRIOS	TELERED	8900307	1024	200.00
1657	10	100001	MINI MUNI SALAMA	TELERED	8901192	1024	200.00
1063	11	11	PANZOS	TELERED	8900629	1024	200.00
43	13	13	MONJA BLANCA	TELERED	8900237	1024	200.00
237	14	14	TECPAN	TELERED	8900276	1024	200.00
429	16	16	FRAY BARTOLOME DE LAS CASAS	TELERED	8900416	1024	200.00
193	17	17	SANTA ELENA	TELERED	8900293	1024	200.00
546	18	180001	DISTRIBUIDORA EL TEJAR	TELERED	8900378	512	174.00
2157	18	18	CHIMALTENANGO	TELERED	8902107	1024	200.00
1394	20	20	MELCHOR DE MENCOS	TELERED	8900777	1024	200.00
1741	20	200001	MINI MUNI MELCHOR DE MENCOS	TELERED	8901331	1024	200.00
91	21	21	TOTONICAPAN	TELERED	8900387	1024	200.00
92	22	22	SOLOLA	TELERED	8900298	2048	240.00
280	24	24	EL TUMBADOR	TELERED	8900320	1024	200.00
96	25	25	MALACATAN	TELERED	8900538	2048	240.00
448	29	29	PUEBLO NUEVO VIÑAS	TELERED	8900347	1024	200.00
735	30	30	LA MAQUINA	TELERED	8900514	1024	200.00
1761	31	310001	ANEXO AGE 31	TELERED	8901786	1024	200.00
2191	31	31	EL QUICHE	TELERED	8902204	1024	200.00
863	32	32	HUEHUETENANGO	TELERED	8900565	2048	240.00
969	35	35	SANTIAGO ATITLAN	TELERED	8900601	1024	200.00
1272	36	36	MORALES	TELERED	8900742	1024	200.00
2180	36	360001	WAY MORALES IZABAL	TELERED	8900882	1024	200.00
111	38	38	PATZUN	TELERED	8900398	1024	200.00
1205	40	40	PLAYA GRANDE	TELERED	8900678	1024	200.00
342	41	41	LA DEMOCRACIA	TELERED	8900340	1024	200.00
2158	42	42	IPALA	TELERED	8902106	1024	200.00
2251	43	43	EL ESTOR	TELERED	8902307	1024	200.00
1207	44	44	LA TINTA	TELERED	8900680	1024	200.00
1742	44	440001	MINI MUNI LA TINTA	TELERED	8901810	1024	200.00
693	45	2045	ANEXO ADUANA LA MESILLA	TELERED	8900478	1024	200.00
539	45	45	LA MESILLA	TELERED	8900380	1024	200.00
1587	46	46	SANTO TOMAS CHICHE	TELERED	8900910	1024	200.00
933	47	47	ALOTENANGO	TELERED	8900591	1024	200.00
2000	49	490001	RENAP SAN PEDRO CARCHA	TELERED	8902017	1024	200.00
123	49	49	CARCHA	TELERED	8900396	1024	200.00
1208	50	50	RAXRUJA	TELERED	8900681	1024	200.00
440	52	52	NEBAJ	TELERED	8900503	1024	200.00
129	53	53	JOYABAJ	TELERED	8900331	1024	200.00
1348	54	54	USPANTAN	TELERED	8900763	1024	200.00
492	55	55	SOLOMA	TELERED	8900411	1024	200.00
1480	56	56	SAN ANTONIO HUISTA	TELERED	8900868	1024	200.00
135	57	57	SANTA CRUZ BARILLAS	TELERED	8901772	1024	200.00
1482	58	58	CUILCO	TELERED	8900841	1024	200.00
500	59	59	SAN CRISTOBAL VERAPAZ	TELERED	8900395	1024	200.00
2235	59	59	SAN CRISTOBAL VERAPAZ	TELERED	8902301	1024	200.00
