en_proveedor	en_remoto	en_estado	en_nagios	rm_descripcion	rm_region	en_codigo_proveedor	en_fecha_activacion	sl_uptime	sl_downtime	sl_unreachable	sl_undetermined	en_costo_mensual
COLUMBUS	1	7	age001	ANTIGUA GUATEMALA	35	5001297	2013-01-22 00:00:00	99.916	0.084	0	0	526.40
CLARO	10001	7	age001b	RENAP ANTIGUA GUATEMALA	35	8901934	2013-11-02 00:00:00	99.84	0.16	0	0	133.00
COLUMBUS	2	7	age002	BARBERENA	32	5001287	2013-01-31 00:00:00	99.439	0.561	0	0	526.40
TIGO	3	7	age003	JALAPA	5	1152	2003-02-12 00:00:00	99.856	0.144	0	0	190.40
TIGO	30001	7	age003b	RENAP JALAPA	5	30018	2009-08-24 00:00:00	98.598	1.402	0	0	190.40
COLUMBUS	4	7	age004	JUTIAPA	4	5001305	2013-01-23 00:00:00	99.818	0.182	0	0	526.40
CLARO	5	7	age005	GUASTATOYA	41	8900279	2000-04-19 00:00:00	99.905	0.095	0	0	133.00
CLARO	50001	7	age005b	RENAP GUASTATOYA	41	8900697	2009-08-24 00:00:00	99.787	0.213	0	0	133.00
TIGO	6	7	age006	ZACAPA	7	1144	2003-02-13 00:00:00	99.934	0.066	0	0	190.40
CLARO	60001	7	age006b	RENAP ZACAPA	7	8900704	2009-08-24 00:00:00	100	0	0	0	133.00
TIGO	7	7	age007	CHIQUIMULA	6	1145	2003-02-13 00:00:00	99.868	0.132	0	0	190.40
COLUMBUS	8	7	age008	ESQUIPULAS	44	5020239	2015-11-09 00:00:00	100	0	0	0	252.00
CLARO	9	7	age009	PUERTO BARRIOS	8	8900307	2006-05-15 00:00:00	99.836	0.164	0	0	133.00
TIGO	10	7	age010	SALAMA	11	13212	2007-08-06 00:00:00	98.162	1.838	0	0	190.40
CLARO	11	7	age011	PANZOS	30	8900629	2008-09-19 00:00:00	98.007	1.993	0	0	133.00
TIGO	12	7	age012	COBAN	10	1158	2012-12-14 00:00:00	98.269	1.731	0	0	190.40
CLARO	13	7	age013	MONJA BLANCA	28	8900237	2000-04-19 00:00:00	99.574	0.426	0	0	133.00
CLARO	14	7	age014	TECPAN	2	8900276	2001-08-28 00:00:00	95.786	4.214	0	0	133.00
COLUMBUS	15	7	age015	CHIQUIMULILLA	3	5001304	2013-01-23 00:00:00	100	0	0	0	526.40
CLARO	16	7	age016	FRAY BARTOLOME DE LAS CASAS	30	8900416	2003-12-20 00:00:00	99.459	0.541	0	0	133.00
CLARO	17	7	age017	SANTA ELENA	9	8900293	2001-03-28 00:00:00	99.412	0.588	0	0	133.00
CLARO	18	7	age018	CHIMALTENANGO	2	8902107	2014-05-12 00:00:00	99.785	0.215	0	0	133.00
TIGO	19	7	age019	NUEVA CONCEPCION	43	1156	2003-02-11 00:00:00	99.805	0.195	0	0	190.40
CLARO	20	7	age020	MELCHOR DE MENCOS	9	8900777	2010-05-07 00:00:00	98.275	1.725	0	0	133.00
CLARO	21	7	age021	TOTONICAPAN	39	8900387	2000-04-19 00:00:00	99.73	0.27	0	0	133.00
COLUMBUS	22	7	age022	SOLOLA	17	5001272	2013-01-23 00:00:00	99.892	0.108	0	0	526.40
TIGO	23	7	age023	SAN PEDRO SAN MARCOS	15	1166	2003-02-19 00:00:00	97.145	2.855	0	0	190.40
CLARO	24	7	age024	EL TUMBADOR	33	8900320	2002-02-13 00:00:00	99.888	0.112	0	0	133.00
CLARO	25	7	age025	MALACATAN	33	8900538	2000-04-19 00:00:00	99.804	0.196	0	0	133.00
TIGO	26	7	age026	COATEPEQUE	33	1164	2003-02-20 00:00:00	99.925	0.075	0	0	190.40
TIGO	27	7	age027	RETALHULEU	34	1161	2013-03-22 00:00:00	99.429	0.571	0	0	190.40
TIGO	28	7	age028	MAZATENANGO	16	1159	2003-02-11 00:00:00	99.686	0.314	0	0	190.40
CLARO	29	7	age029	PUEBLO NUEVO VIÑAS	32	8900347	2004-02-25 00:00:00	99.511	0.489	0	0	133.00
CLARO	30	7	age030	LA MAQUINA	34	8900514	2007-07-31 00:00:00	95.795	4.205	0	0	133.00
CLARO	31	7	age031	EL QUICHE	12	8902204	2014-08-18 00:00:00	99.696	0.304	0	0	133.00
COLUMBUS	32	7	age032	HUEHUETENANGO	13	5001281	2013-01-25 00:00:00	99.267	0.733	0	0	526.40
LOCAL	33	7	age033	LA REFORMA	21	610	2000-04-19 00:00:00	100	0	0	0	0.00
TIGO	34	7	age034	QUETZALTENANGO	18	1162	2003-02-11 00:00:00	100	0	0	0	190.40
CLARO	35	7	age035	SANTIAGO ATITLAN	17	8900601	2008-07-25 00:00:00	99.83	0.17	0	0	133.00
CLARO	36	7	age036	MORALES	8	8900742	2009-10-16 00:00:00	99.341	0.659	0	0	133.00
TIGO	37	7	age037	ASUNCION MITA	5	1149	2009-05-08 00:00:00	99.956	0.044	0	0	190.40
CLARO	38	7	age038	PATZUN	2	8900398	2000-04-19 00:00:00	90.525	9.475	0	0	133.00
TIGO	39	7	age039	POPTUN	30	51000	2012-04-24 00:00:00	99.461	0.539	0	0	190.40
CLARO	40	7	age040	PLAYA GRANDE	10	8900678	2009-08-26 00:00:00	97.223	2.777	0	0	133.00
CLARO	41	7	age041	LA DEMOCRACIA	14	8900340	2003-01-30 00:00:00	99.558	0.442	0	0	133.00
CLARO	42	7	age042	IPALA	6	8902106	2014-05-09 00:00:00	100	0	0	0	133.00
CLARO	43	7	age043	EL ESTOR	30	8902307	2015-06-18 00:00:00	99.424	0.576	0	0	133.00
CLARO	44	7	age044	LA TINTA	30	8900680	2009-09-17 00:00:00	99.908	0.092	0	0	133.00
CLARO	45	7	age045	LA MESILLA	14	8900380	2005-12-29 00:00:00	95.518	4.482	0	0	133.00
CLARO	46	7	age046	SANTO TOMAS CHICHE	31	8900910	2011-09-01 00:00:00	99.959	0.041	0	0	133.00
CLARO	47	7	age047	ALOTENANGO	35	8900591	2008-06-18 00:00:00	99.824	0.176	0	0	133.00
TIGO	48	7	age048	MOYUTA	4	4587	2005-06-06 00:00:00	100	0	0	0	190.40
CLARO	49	7	age049	CARCHA	10	8900396	2000-04-19 00:00:00	96.383	3.617	0	0	133.00
CLARO	490001	7	age049b	RENAP SAN PEDRO CARCHA	10	8902017	2013-08-16 00:00:00	96.694	3.306	0	0	133.00
CLARO	50	7	age050	RAXRUJA	10	8900681	2009-09-07 00:00:00	99.081	0.919	0	0	133.00
TIGO	51	7	age051	TEJUTLA	15	4027	2005-06-21 00:00:00	98.143	1.857	0	0	190.40
CLARO	52	7	age052	NEBAJ	12	8900503	2004-02-23 00:00:00	99.078	0.922	0	0	133.00
CLARO	53	7	age053	JOYABAJ	31	8900331	2000-04-19 00:00:00	97.626	2.374	0	0	133.00
CLARO	54	7	age054	USPANTAN	12	8900763	2009-11-30 00:00:00	99.038	0.962	0	0	133.00
COLUMBUS	55	7	age055	SOLOMA	40	5001842	2013-06-27 00:00:00	98.255	1.745	0	0	526.40
CLARO	56	7	age056	SAN ANTONIO HUISTA	40	8900868	2011-06-09 00:00:00	99.264	0.736	0	0	133.00
CLARO	57	7	age057	SANTA CRUZ BARILLAS	40	8901772	2000-04-19 00:00:00	98.587	1.413	0	0	133.00
CLARO	58	7	age058	CUILCO	14	8900841	2011-05-23 00:00:00	83.796	16.204	0	0	133.00
CLARO	59	7	age059	SAN CRISTOBAL VERAPAZ	11	8902301	2015-08-24 00:00:00	99.412	0.588	0	0	133.00
CLARO	60	7	age060	SACAPULAS	12	8902095	2014-04-02 00:00:00	100	0	0	0	133.00
CLARO	61	7	age061	EL CHAL DOLORES	9	8900608	2008-09-12 00:00:00	99.391	0.609	0	0	133.00
COLUMBUS	62	7	age062	SAN LUIS	30	5001274	2013-01-24 00:00:00	92.037	7.963	0	0	526.40
TIGO	63	7	age063	SAYAXCHE	42	87263	NULL	56.509	43.491	0	0	190.40
CLARO	64	7	age064	LAS CRUCES	42	8900683	2009-08-31 00:00:00	99.339	0.661	0	0	133.00
CLARO	65	7	age065	RABINAL	11	8900419	2005-06-03 00:00:00	99.35	0.65	0	0	133.00
CLARO	66	7	age066	SAN MARTIN JILOTEPEQUE	2	8900326	2000-04-19 00:00:00	99.927	0.073	0	0	133.00
TIGO	67	7	age067	MATAQUESCUINTLA	32	2103	2003-10-23 00:00:00	99.745	0.255	0	0	190.40
CLARO	68	7	age068	JALPATAGUA	4	8900584	2008-03-07 00:00:00	99.205	0.795	0	0	133.00
CLARO	69	7	age069	GUALAN	7	8900404	2001-09-06 00:00:00	99.789	0.211	0	0	133.00
CLARO	70	7	age070	SAN PEDRO NECTA	14	8902105	2014-04-28 00:00:00	98.755	1.245	0	0	133.00
CLARO	71	7	age071	AGENCIA  18 CALLE ZONA 1	29	8900314	2003-01-21 00:00:00	96.618	3.382	0	0	133.00
CLARO	72	7	age072	RIO DULCE	30	8900487	2004-02-25 00:00:00	99.417	0.583	0	0	133.00
CLARO	73	7	age073	AGUACATAN	13	8900477	2006-01-20 00:00:00	99.256	0.744	0	0	133.00
CLARO	74	7	age074	MINISTERIO DE FINANZAS PUBLICAS 	29	8900501	2000-04-19 00:00:00	98.795	1.205	0	0	133.00
